merchant_id,merchant_name,merchant_category,region,commission_rate,total_turnover,num_of_transactions,num_of_unique_clients,avg_transaction_amount,rank_in_category_region,total_commission_earned,Adulte,Age Moyen,Jeune,Senior
M00491,ToyLand 92,Toys,Ile-de-France,0.0255,24693.560000000012,179,169,137.95284916201123,4,629.6857800000002,7323.969999999999,6626.650000000001,3468.9699999999993,7273.970000000002
M00041,ToyHub 42,Toys,Normandie,0.0788,25541.47,182,174,140.33774725274725,1,2012.6678359999999,7134.74,7862.4400000000005,3215.4099999999994,7328.88
M00448,ToyLand 49,Toys,Normandie,0.09,18996.249999999996,132,129,143.91098484848482,2,1709.6624999999997,5187.57,6521.879999999999,2253.95,5032.849999999999
M00180,ToyLand 81,Toys,Normandie,0.0311,15351.189999999995,171,167,89.77304093567248,3,477.42200899999983,4433.33,5533.740000000002,1823.8400000000001,3560.2800000000007
M00337,ToyLand 38,Toys,Normandie,0.069,14478.48,155,150,93.40954838709678,4,999.01512,5025.86,4185.580000000001,1919.65,3347.3899999999985
M00445,ToyLand 46,Toys,Normandie,0.0447,1683.35,17,17,99.02058823529411,5,75.24574499999999,513.74,739.3100000000001,0.0,430.30000000000007
M00013,ToyHub 14,Toys,Nouvelle-Aquitaine,0.081,36729.56999999999,342,327,107.39640350877191,1,2975.0951699999996,10955.550000000001,13054.05000000001,4692.429999999999,8027.54
M00049,KidsWorld 50,Toys,Nouvelle-Aquitaine,0.0971,33145.06,183,177,181.12054644808742,2,3218.385326,10230.27,8996.989999999998,4159.24,9758.56
M00137,ToyLand 38,Toys,Nouvelle-Aquitaine,0.0344,12936.750000000002,91,89,142.16208791208794,3,445.02420000000006,3804.88,2854.92,1522.38,4754.5700000000015
M00486,PlayShop 87,Toys,Occitanie,0.0446,30929.669999999987,267,256,115.84146067415726,1,1379.4632819999995,8749.330000000004,8402.429999999998,3808.2200000000003,9969.689999999999
M00158,ToyLand 59,Toys,Occitanie,0.0939,30151.410000000007,216,210,139.58986111111113,2,2831.2173990000006,6694.92,11246.910000000007,2485.27,9724.310000000003
M00066,PlayShop 67,Toys,Occitanie,0.0473,26894.82999999999,203,200,132.48684729064036,3,1272.1254589999996,7838.019999999999,8190.139999999999,3067.8899999999994,7798.780000000002
M00378,PlayShop 79,Toys,Occitanie,0.0446,26211.059999999998,191,183,137.23068062827224,4,1169.013276,6646.559999999998,7013.829999999998,4141.06,8409.610000000002
M00103,ToyLand 4,Toys,Occitanie,0.0198,25519.780000000002,242,235,105.45363636363638,5,505.2916440000001,5658.1,7339.039999999999,3196.59,9326.049999999996
M00165,ToyLand 66,Toys,Occitanie,0.0177,20618.68999999999,157,154,131.32923566878975,6,364.95081299999987,5157.7699999999995,6574.83,2581.2400000000002,6304.849999999999
M00374,PlayShop 75,Toys,Occitanie,0.0831,20267.960000000003,220,212,92.12709090909092,7,1684.267476,4489.54,6690.9000000000015,3006.7,6080.820000000001
M00253,KidsWorld 54,Toys,Occitanie,0.0352,19543.28999999999,161,158,121.38689440993782,8,687.9238079999997,7145.999999999998,6572.720000000002,1489.4099999999999,4335.160000000001
M00413,KidsWorld 14,Toys,Occitanie,0.0538,18636.800000000007,160,158,116.48000000000005,9,1002.6598400000004,5736.509999999999,5971.28,2249.13,4679.88
M00364,ToyHub 65,Toys,Occitanie,0.0352,12641.599999999999,98,98,128.99591836734692,10,444.98431999999997,4388.439999999999,3768.4,1290.62,3194.14
M00082,PlayShop 83,Toys,Pays de la Loire,0.0475,35790.77,297,286,120.50764309764308,1,1700.061575,10283.810000000001,10313.890000000001,5621.8,9571.270000000002
M00291,PlayShop 92,Toys,Pays de la Loire,0.0612,33201.880000000005,234,225,141.8883760683761,2,2031.9550560000002,8278.499999999998,12180.139999999998,2624.68,10118.56
M00125,ToyHub 26,Toys,Pays de la Loire,0.0338,27241.82000000002,229,215,118.95991266375555,3,920.7735160000007,8149.7599999999975,7547.49,3010.709999999999,8533.859999999997
M00212,KidsWorld 13,Toys,Pays de la Loire,0.0776,23795.699999999986,250,240,95.18279999999994,4,1846.546319999999,8635.779999999999,7038.600000000001,2390.5200000000004,5730.799999999999
M00470,ToyHub 71,Toys,Pays de la Loire,0.0966,23602.24,279,265,84.59584229390681,5,2279.976384,6855.04,6262.61,2872.8799999999997,7611.71
M00488,KidsWorld 89,Toys,Pays de la Loire,0.0482,20645.799999999996,197,192,104.80101522842638,6,995.1275599999998,5727.880000000001,5579.8600000000015,3202.83,6135.23
M00093,ToyHub 94,Toys,Pays de la Loire,0.0715,18911.26999999999,237,229,79.79438818565396,7,1352.1558049999992,4928.3,6973.999999999999,2634.75,4374.220000000001
M00415,PlayShop 16,Toys,Pays de la Loire,0.0905,18347.22000000001,123,122,149.16439024390252,8,1660.4234100000008,3670.3500000000004,8327.489999999998,1455.63,4893.75
M00043,ToyLand 44,Toys,Pays de la Loire,0.0638,17363.280000000006,189,184,91.86920634920638,9,1107.7772640000003,5575.62,4532.849999999999,2092.9700000000003,5161.839999999999
M00421,ToyLand 22,Toys,Provence-Alpes-Côte d'Azur,0.0576,29600.29,217,211,136.406866359447,1,1704.976704,7071.5700000000015,8895.289999999997,4571.64,9061.789999999999
M00342,KidsWorld 43,Toys,Provence-Alpes-Côte d'Azur,0.0989,26845.46000000003,212,206,126.62952830188692,2,2655.015994000003,7561.9299999999985,8034.09,2838.4200000000005,8411.019999999999
M00270,PlayShop 71,Toys,Provence-Alpes-Côte d'Azur,0.0495,23502.219999999998,176,172,133.5353409090909,3,1163.35989,7478.649999999999,7161.91,2658.09,6203.570000000001
M00017,ToyHub 18,Toys,Provence-Alpes-Côte d'Azur,0.0327,10497.41,122,122,86.04434426229508,4,343.265307,2884.830000000001,3490.6599999999994,1223.6,2898.3200000000006
